order_id,payment_type,payment_installments,payment_value
ORD0001416,boleto,9,1389.87
ORD0001417,boleto,7,201.67
ORD0001418,debit_card,7,1363.55
ORD0001419,credit_card,5,671.18
ORD0001420,credit_card,5,1442.41
ORD0001421,boleto,7,1398.68
ORD0001422,credit_card,3,219.81
ORD0001423,credit_card,4,1139.3
ORD0001424,boleto,5,1023.13
ORD0001425,boleto,5,727.72
ORD0001426,boleto,8,419.6
ORD0001427,credit_card,9,423.75
ORD0001428,credit_card,6,1091.66
ORD0001429,voucher,10,337.28
ORD0001430,debit_card,5,90.24
ORD0001431,debit_card,5,520.8
ORD0001432,debit_card,1,974.75
ORD0001433,boleto,4,815.62
ORD0001434,boleto,7,232.48
ORD0001435,credit_card,9,963.4
ORD0001436,boleto,1,231.68
ORD0001437,credit_card,9,856.85
ORD0001438,voucher,4,861.65
ORD0001438,debit_card,4,697.05
ORD0001439,boleto,10,332.35
ORD0001440,boleto,9,548.57
ORD0001441,voucher,5,425.38
ORD0001442,debit_card,9,742.4
ORD0001442,credit_card,9,330.04
ORD0001443,boleto,3,1041.65
ORD0001444,debit_card,2,1217.62
ORD0001445,voucher,7,688.96
ORD0001446,boleto,4,547.04
ORD0001447,boleto,9,1359.77
ORD0001448,credit_card,8,1491.12
ORD0001449,debit_card,10,758.73
ORD0001450,voucher,1,1466.92
ORD0001451,voucher,9,1363.68
ORD0001452,credit_card,8,961.8
ORD0001453,credit_card,9,1014.76
ORD0001454,debit_card,5,1180.78
ORD0001455,boleto,4,1120.85
ORD0001456,voucher,6,575.93
ORD0001456,boleto,6,127.65
ORD0001457,boleto,2,967.0
ORD0001458,debit_card,7,300.13
ORD0001459,credit_card,5,1257.36
ORD0001460,boleto,5,973.96
ORD0001461,credit_card,6,194.79
ORD0001462,credit_card,9,1263.94
ORD0001463,credit_card,4,499.69
ORD0001463,boleto,4,170.23
ORD0001464,credit_card,9,862.68
ORD0001465,voucher,3,1388.16
ORD0001466,voucher,2,1120.07
ORD0001467,debit_card,10,1180.2
ORD0001468,credit_card,10,626.56
ORD0001468,debit_card,10,235.76
ORD0001469,credit_card,9,173.04
ORD0001470,voucher,9,1279.49
ORD0001471,voucher,3,1254.18
ORD0001472,voucher,1,354.86
ORD0001473,debit_card,6,769.75
ORD0001473,voucher,6,406.03
ORD0001474,voucher,10,1032.75
ORD0001474,credit_card,10,686.35
ORD0001475,debit_card,10,212.58
ORD0001476,boleto,3,1089.31
ORD0001477,debit_card,7,178.56
ORD0001478,credit_card,7,993.36
ORD0001479,voucher,8,379.93
ORD0001480,debit_card,7,680.27
ORD0001481,credit_card,1,167.3
ORD0001482,debit_card,5,1202.89
ORD0001483,debit_card,7,887.04
ORD0001484,boleto,6,529.72
ORD0001485,credit_card,8,235.72
ORD0001486,voucher,1,1013.24
ORD0001487,credit_card,3,1154.96
ORD0001488,boleto,3,1035.66
ORD0001489,credit_card,2,297.51
ORD0001490,credit_card,9,1213.05
ORD0001491,debit_card,4,172.81
ORD0001492,boleto,6,582.17
ORD0001493,credit_card,1,1096.95
ORD0001494,debit_card,8,517.42
ORD0001495,boleto,3,1223.44
ORD0001496,debit_card,1,626.0
ORD0001497,credit_card,5,777.11
ORD0001498,credit_card,1,610.26
ORD0001499,voucher,7,205.6
ORD0001500,boleto,7,1392.3
ORD0001501,credit_card,9,1462.43
ORD0001502,debit_card,10,558.46
ORD0001503,debit_card,3,1245.77
ORD0001504,voucher,9,1017.63
ORD0001505,debit_card,8,293.66
ORD0001506,credit_card,4,253.56
ORD0001507,credit_card,8,1179.16
ORD0001508,credit_card,7,844.63
ORD0001509,credit_card,8,1320.44
ORD0001510,credit_card,5,788.07
ORD0001511,credit_card,7,398.26
ORD0001512,credit_card,10,244.02
ORD0001513,debit_card,4,1345.02
ORD0001514,credit_card,3,1349.44
ORD0001515,debit_card,10,909.38
ORD0001516,boleto,2,1148.36
ORD0001517,debit_card,1,745.25
ORD0001518,debit_card,7,734.57
ORD0001519,voucher,7,330.51
ORD0001519,debit_card,7,1485.73
ORD0001520,boleto,4,731.84
ORD0001521,credit_card,10,459.43
ORD0001522,debit_card,4,1017.68
ORD0001523,boleto,6,40.58
ORD0001524,boleto,4,1242.41
ORD0001525,credit_card,1,453.66
ORD0001526,credit_card,8,538.67
ORD0001527,boleto,9,1318.59
ORD0001527,credit_card,9,376.44
ORD0001528,voucher,3,1088.6
ORD0001529,debit_card,4,77.71
ORD0001530,voucher,8,529.59
ORD0001531,debit_card,7,1169.66
ORD0001532,voucher,4,46.37
ORD0001533,debit_card,3,510.69
ORD0001533,voucher,3,1069.15
ORD0001534,debit_card,8,565.96
ORD0001535,boleto,8,1277.38
ORD0001536,credit_card,1,1447.35
ORD0001537,debit_card,7,545.42
ORD0001538,debit_card,10,324.22
ORD0001539,boleto,2,492.37
ORD0001540,debit_card,1,1366.02
ORD0001541,credit_card,1,712.28
ORD0001542,debit_card,8,121.06
ORD0001543,boleto,5,835.57
ORD0001544,voucher,10,507.67
ORD0001545,voucher,9,485.69
ORD0001546,boleto,8,431.92
ORD0001547,voucher,8,1144.41
ORD0001548,debit_card,9,952.42
ORD0001549,credit_card,3,152.93
ORD0001550,boleto,9,1494.03
ORD0001551,debit_card,4,923.34
ORD0001552,voucher,3,1022.35
ORD0001553,debit_card,10,809.91
ORD0001554,credit_card,6,581.67
ORD0001555,debit_card,2,531.16
ORD0001555,debit_card,2,543.7
ORD0001556,boleto,1,499.47
ORD0001556,voucher,1,837.69
ORD0001557,credit_card,9,1017.16
ORD0001558,debit_card,1,611.83
ORD0001559,debit_card,7,730.48
ORD0001559,boleto,7,966.52
ORD0001560,credit_card,7,79.42
ORD0001561,credit_card,4,1377.29
ORD0001562,boleto,7,1086.62
ORD0001563,debit_card,4,803.83
ORD0001564,debit_card,4,885.88
ORD0001565,debit_card,1,1000.51
ORD0001566,credit_card,2,1220.09
ORD0001567,credit_card,1,659.42
ORD0001568,credit_card,9,66.18
ORD0001568,debit_card,9,292.44
ORD0001569,debit_card,6,1336.69
ORD0001570,boleto,10,508.89
ORD0001570,debit_card,10,1317.05
ORD0001571,boleto,1,34.64
ORD0001572,voucher,6,1412.75
ORD0001573,debit_card,2,1415.21
ORD0001574,voucher,1,1397.01
ORD0001575,boleto,5,352.83
ORD0001576,boleto,5,976.46
ORD0001577,boleto,3,277.71
ORD0001578,voucher,3,314.67
ORD0001579,boleto,6,384.3
ORD0001579,credit_card,6,342.7
ORD0001580,boleto,4,226.69
ORD0001581,credit_card,7,1338.44
ORD0001582,voucher,8,461.19
ORD0001583,credit_card,4,915.52
ORD0001584,credit_card,2,1261.25
ORD0001585,credit_card,8,1214.69
ORD0001586,debit_card,8,1240.88
ORD0001587,voucher,5,325.01
ORD0001588,boleto,5,1099.11
ORD0001589,voucher,8,344.27
ORD0001590,credit_card,2,771.02
ORD0001590,credit_card,2,314.82
ORD0001591,credit_card,7,322.82
ORD0001592,credit_card,6,643.94
ORD0001593,boleto,4,1436.59
ORD0001594,credit_card,2,604.73
ORD0001595,voucher,8,1471.09
ORD0001596,boleto,8,630.51
ORD0001597,boleto,6,38.98
ORD0001598,debit_card,3,1180.88
ORD0001599,boleto,8,296.09
ORD0001599,boleto,8,614.15
ORD0001600,debit_card,3,219.74
ORD0001601,boleto,1,292.96
ORD0001602,credit_card,1,889.43
ORD0001603,credit_card,2,25.46
ORD0001604,voucher,4,1476.06
ORD0001605,debit_card,10,540.92
ORD0001606,voucher,9,954.82
ORD0001607,credit_card,6,1142.78
ORD0001608,credit_card,4,348.87
ORD0001609,voucher,3,461.31
ORD0001610,boleto,2,826.34
ORD0001611,boleto,4,158.15
ORD0001612,credit_card,4,1328.35
ORD0001613,boleto,5,939.52
ORD0001614,credit_card,4,1133.04
ORD0001615,voucher,1,1308.82
ORD0001616,credit_card,3,271.3
ORD0001617,boleto,6,94.32
ORD0001618,voucher,3,548.65
ORD0001619,debit_card,2,30.44
ORD0001620,credit_card,4,413.2
ORD0001621,voucher,5,361.89
ORD0001622,voucher,1,357.4
ORD0001623,boleto,7,1416.83
ORD0001624,credit_card,1,1108.86
ORD0001625,debit_card,8,1151.36
ORD0001626,voucher,3,223.02
ORD0001627,debit_card,10,1357.87
ORD0001628,credit_card,5,362.65
ORD0001629,boleto,5,1312.05
ORD0001630,voucher,8,1167.92
ORD0001631,credit_card,5,1196.93
ORD0001632,credit_card,5,170.44
ORD0001633,debit_card,9,1054.32
ORD0001634,voucher,10,376.62
ORD0001635,credit_card,8,781.36
ORD0001636,voucher,3,37.6
ORD0001637,voucher,9,629.15
ORD0001638,boleto,1,994.92
ORD0001639,credit_card,3,244.92
ORD0001640,credit_card,5,618.11
ORD0001640,voucher,5,1069.47
ORD0001641,voucher,6,859.79
ORD0001642,debit_card,9,1244.6
ORD0001643,credit_card,3,786.23
ORD0001644,voucher,10,1096.89
ORD0001644,voucher,10,263.7
ORD0001645,voucher,6,32.99
ORD0001646,debit_card,2,871.37
ORD0001647,credit_card,7,356.69
ORD0001648,debit_card,4,1293.62
ORD0001649,debit_card,5,1160.51
ORD0001650,voucher,6,629.09
ORD0001651,debit_card,8,209.9
ORD0001652,voucher,4,995.7
ORD0001653,boleto,8,702.84
ORD0001654,voucher,9,693.94
ORD0001655,debit_card,3,83.48
ORD0001656,voucher,10,1387.86
ORD0001657,credit_card,7,685.67
ORD0001658,credit_card,7,640.09
ORD0001659,debit_card,5,1106.02
ORD0001660,voucher,8,27.02
ORD0001660,credit_card,8,1031.74
ORD0001661,debit_card,3,1376.9
ORD0001662,credit_card,8,179.28
ORD0001662,debit_card,8,1414.9
ORD0001663,boleto,3,234.5
ORD0001664,debit_card,9,853.48
ORD0001665,credit_card,9,111.7
ORD0001666,voucher,2,797.14
ORD0001667,voucher,10,593.35
ORD0001668,voucher,6,129.08
ORD0001669,boleto,5,1446.59
ORD0001669,debit_card,5,1487.08
ORD0001670,credit_card,10,389.5
ORD0001670,boleto,10,1180.55
ORD0001671,voucher,3,1238.32
ORD0001672,debit_card,9,657.26
ORD0001673,boleto,3,1201.71
ORD0001674,debit_card,7,498.21
ORD0001675,voucher,7,885.47
ORD0001676,debit_card,9,351.74
ORD0001677,voucher,9,514.47
ORD0001678,credit_card,2,1159.66
ORD0001679,boleto,8,437.71
ORD0001680,debit_card,2,46.76
ORD0001681,debit_card,4,951.71
ORD0001682,debit_card,5,246.08
ORD0001683,boleto,8,262.85
ORD0001684,credit_card,9,366.83
ORD0001685,boleto,10,610.43
ORD0001685,credit_card,10,735.05
ORD0001686,boleto,1,1422.28
ORD0001687,debit_card,1,475.03
ORD0001688,debit_card,6,288.79
ORD0001689,boleto,2,1383.76
ORD0001690,credit_card,6,1093.78
ORD0001691,voucher,2,997.33
ORD0001692,credit_card,3,1221.13
ORD0001692,boleto,3,527.13
ORD0001693,credit_card,6,391.53
ORD0001694,boleto,9,531.06
ORD0001695,boleto,7,1467.25
ORD0001695,voucher,7,122.41
ORD0001696,voucher,2,896.45
ORD0001697,boleto,10,1082.69
ORD0001698,voucher,5,245.46
ORD0001699,debit_card,3,109.84
ORD0001700,credit_card,8,427.06
ORD0001700,debit_card,8,606.2
ORD0001701,credit_card,7,749.18
ORD0001702,boleto,1,1175.6
ORD0001703,boleto,3,355.51
ORD0001704,debit_card,8,889.11
ORD0001704,boleto,8,1149.12
ORD0001705,debit_card,2,107.88
ORD0001706,voucher,5,1292.39
ORD0001707,credit_card,10,159.99
ORD0001708,debit_card,2,271.63
ORD0001709,voucher,9,1362.16
ORD0001709,boleto,9,678.28
ORD0001710,voucher,10,310.52
ORD0001710,credit_card,10,540.0
ORD0001711,debit_card,10,201.58
ORD0001712,boleto,7,530.63
ORD0001713,credit_card,7,564.84
ORD0001714,debit_card,9,423.57
ORD0001715,credit_card,6,440.91
ORD0001716,debit_card,10,27.79
ORD0001717,voucher,3,357.13
ORD0001718,voucher,8,914.99
ORD0001719,debit_card,2,1447.45
ORD0001720,boleto,2,1374.42
ORD0001721,voucher,6,302.86
ORD0001722,credit_card,4,156.41
ORD0001723,credit_card,8,666.45
ORD0001724,voucher,6,730.57
ORD0001725,credit_card,4,433.09
ORD0001726,credit_card,10,46.79
ORD0001727,boleto,4,1246.57
ORD0001727,credit_card,4,618.85
ORD0001728,credit_card,6,258.02
ORD0001729,credit_card,8,1175.06
ORD0001730,boleto,1,1144.28
ORD0001731,debit_card,6,671.37
ORD0001732,voucher,2,1444.14
ORD0001733,debit_card,3,52.81
ORD0001734,debit_card,3,338.02
ORD0001735,credit_card,5,1228.81
ORD0001736,credit_card,6,675.96
ORD0001737,credit_card,5,380.38
ORD0001738,boleto,9,487.67
ORD0001739,voucher,4,528.12
ORD0001740,boleto,8,383.08
ORD0001741,credit_card,7,753.05
ORD0001742,credit_card,9,438.0
ORD0001743,credit_card,9,1371.8
ORD0001744,credit_card,4,23.95
ORD0001744,voucher,4,61.35
ORD0001745,voucher,2,26.99
ORD0001746,debit_card,7,186.95
ORD0001747,credit_card,10,732.2
ORD0001748,boleto,4,1203.93
ORD0001749,credit_card,3,88.29
ORD0001749,credit_card,3,192.53
ORD0001750,boleto,9,193.17
ORD0001751,credit_card,6,869.47
ORD0001752,voucher,9,704.99
ORD0001753,boleto,9,1014.12
ORD0001754,debit_card,5,910.92
ORD0001755,credit_card,7,40.68
ORD0001756,boleto,4,789.34
ORD0001757,boleto,3,837.97
ORD0001758,boleto,3,573.53
ORD0001759,debit_card,6,1472.88
ORD0001760,voucher,1,926.04
ORD0001761,credit_card,6,983.01
ORD0001762,debit_card,9,244.42
ORD0001763,voucher,7,1300.91
ORD0001764,debit_card,8,621.13
ORD0001765,debit_card,8,201.78
ORD0001766,voucher,9,1229.45
ORD0001767,debit_card,10,213.98
ORD0001768,debit_card,7,334.83
ORD0001769,debit_card,7,543.6
ORD0001770,boleto,10,613.05
ORD0001771,debit_card,1,1128.95
ORD0001772,voucher,8,32.17
ORD0001773,voucher,2,979.2
ORD0001774,credit_card,9,150.7
ORD0001775,voucher,2,1446.8
ORD0001776,boleto,6,568.87
ORD0001776,boleto,6,467.68
ORD0001777,voucher,9,1183.45
ORD0001778,credit_card,7,427.59
ORD0001779,debit_card,2,1420.8
ORD0001780,debit_card,8,61.72
ORD0001781,boleto,4,1172.96
ORD0001782,credit_card,10,1448.96
ORD0001783,boleto,6,974.15
ORD0001784,debit_card,5,1145.49
ORD0001785,credit_card,7,405.19
ORD0001786,credit_card,6,402.04
ORD0001787,credit_card,1,929.28
ORD0001788,voucher,10,1095.67
ORD0001789,credit_card,9,1066.14
ORD0001790,boleto,5,1078.5
ORD0001791,voucher,5,754.54
ORD0001792,voucher,4,980.77
ORD0001793,credit_card,6,253.37
ORD0001794,voucher,7,230.72
ORD0001795,boleto,4,172.48
ORD0001796,debit_card,3,837.78
ORD0001796,voucher,3,220.71
ORD0001797,debit_card,1,351.6
ORD0001798,boleto,2,291.38
ORD0001799,debit_card,6,53.7
ORD0001800,credit_card,5,1196.54
ORD0001801,voucher,3,1138.23
ORD0001802,boleto,1,1323.2
ORD0001803,voucher,9,1322.57
ORD0001804,boleto,8,899.12
ORD0001805,voucher,8,269.02
ORD0001806,voucher,1,545.31
ORD0001807,boleto,7,1146.14
ORD0001808,credit_card,10,413.46
ORD0001809,voucher,4,342.23
ORD0001810,voucher,6,622.73
ORD0001811,boleto,8,1423.35
ORD0001812,debit_card,4,1059.36
ORD0001813,boleto,9,721.84
ORD0001814,credit_card,1,530.73
ORD0001815,debit_card,8,1465.81
ORD0001816,credit_card,9,201.92
ORD0001817,debit_card,9,810.21
ORD0001818,boleto,6,870.19
ORD0001819,voucher,5,94.28
ORD0001820,voucher,3,1211.02
ORD0001820,debit_card,3,775.55
ORD0001821,boleto,8,1464.82
ORD0001822,boleto,1,251.66
ORD0001823,debit_card,4,1144.33
ORD0001824,voucher,6,82.4
ORD0001825,boleto,4,1035.73
ORD0001826,credit_card,1,637.95
ORD0001827,voucher,8,1003.18
ORD0001828,credit_card,7,944.08
ORD0001829,debit_card,4,122.21
ORD0001830,voucher,6,125.0
ORD0001831,voucher,2,613.04
ORD0001832,boleto,2,276.64
ORD0001833,debit_card,1,1402.58
ORD0001834,voucher,3,1292.56
ORD0001834,credit_card,3,907.52
ORD0001835,debit_card,8,854.86
ORD0001835,credit_card,8,1273.35
ORD0001836,credit_card,1,1294.35
ORD0001837,voucher,3,1225.04
ORD0001838,debit_card,2,1224.73
ORD0001839,debit_card,2,1034.8
ORD0001840,credit_card,10,1467.36
ORD0001841,boleto,4,624.98
ORD0001842,voucher,5,737.51
ORD0001842,debit_card,5,1459.42
ORD0001843,debit_card,1,661.09
ORD0001844,debit_card,8,1345.89
ORD0001845,boleto,4,1453.04
ORD0001846,voucher,3,897.06
ORD0001847,credit_card,3,782.8
ORD0001848,credit_card,8,182.69
ORD0001849,voucher,5,417.56
ORD0001850,debit_card,10,141.91
ORD0001850,debit_card,10,41.5
ORD0001851,voucher,9,916.39
ORD0001852,credit_card,4,490.26
ORD0001853,debit_card,3,961.46
ORD0001853,boleto,3,853.51
ORD0001854,credit_card,2,1031.84
ORD0001855,voucher,5,895.66
ORD0001856,debit_card,1,219.2
ORD0001857,boleto,6,1111.42
ORD0001858,debit_card,6,107.99
ORD0001859,boleto,1,301.36
ORD0001860,credit_card,4,239.68
ORD0001861,boleto,9,1201.08
ORD0001862,voucher,4,518.45
ORD0001862,boleto,4,842.42
ORD0001863,debit_card,10,781.43
ORD0001864,voucher,8,1301.4
ORD0001865,boleto,4,578.27
ORD0001866,boleto,1,833.95
ORD0001866,credit_card,1,195.97
ORD0001867,voucher,1,1195.62
ORD0001868,voucher,3,1193.8
ORD0001868,voucher,3,117.42
ORD0001869,debit_card,10,1234.92
ORD0001869,voucher,10,286.49
ORD0001870,voucher,7,971.49
ORD0001871,credit_card,8,722.91
ORD0001872,debit_card,6,278.35
ORD0001873,boleto,6,737.8
ORD0001874,debit_card,2,863.12
ORD0001875,debit_card,6,545.79
ORD0001876,credit_card,5,1001.1
ORD0001877,voucher,5,411.03
ORD0001878,voucher,7,465.61
ORD0001879,boleto,9,921.21
ORD0001880,debit_card,10,1202.91
ORD0001881,debit_card,2,1311.77
ORD0001882,voucher,8,927.05
ORD0001883,credit_card,10,39.83
ORD0001884,boleto,1,1312.41
ORD0001884,boleto,1,190.01
ORD0001885,debit_card,8,1293.28
ORD0001886,debit_card,2,309.18
ORD0001887,voucher,3,1106.64
ORD0001888,credit_card,6,686.87
ORD0001889,debit_card,5,801.31
ORD0001890,credit_card,10,1200.23
ORD0001891,boleto,10,941.66
ORD0001892,voucher,8,1414.85
ORD0001893,voucher,2,217.37
ORD0001894,credit_card,9,755.87
ORD0001895,credit_card,3,258.98
ORD0001896,boleto,8,1201.17
ORD0001897,voucher,2,496.63
ORD0001897,boleto,2,281.78
ORD0001898,credit_card,10,1142.69
ORD0001899,voucher,1,1133.7
ORD0001900,voucher,4,345.03
ORD0001901,debit_card,1,124.74
ORD0001902,debit_card,7,37.2
ORD0001903,credit_card,6,980.74
ORD0001903,credit_card,6,988.16
ORD0001904,credit_card,4,385.74
ORD0001905,credit_card,7,1362.92
ORD0001906,boleto,8,1102.18
ORD0001907,boleto,8,151.33
ORD0001907,voucher,8,1259.51
ORD0001908,debit_card,7,1295.92
ORD0001909,boleto,3,764.19
ORD0001910,boleto,9,619.5
ORD0001911,debit_card,2,1296.58
ORD0001912,credit_card,4,1467.11
ORD0001913,debit_card,9,1220.32
ORD0001914,boleto,5,608.83
ORD0001915,credit_card,5,1103.42
ORD0001916,voucher,8,571.27
ORD0001917,boleto,7,1497.5
ORD0001918,credit_card,10,1059.2
ORD0001919,boleto,2,770.21
ORD0001920,credit_card,10,1216.83
ORD0001921,debit_card,2,715.36
ORD0001922,boleto,10,1259.22
ORD0001922,debit_card,10,976.63
ORD0001923,voucher,8,618.48
ORD0001924,debit_card,9,1228.74
ORD0001925,credit_card,3,1072.64
ORD0001926,voucher,5,479.68
ORD0001927,voucher,7,685.61
ORD0001928,voucher,8,1491.95
ORD0001929,boleto,9,453.63
ORD0001930,boleto,4,1389.5
ORD0001931,credit_card,2,1179.61
ORD0001932,voucher,10,540.61
ORD0001933,voucher,5,682.21
ORD0001934,debit_card,3,410.14
ORD0001935,voucher,2,1278.93
ORD0001936,boleto,2,179.28
ORD0001937,boleto,6,757.54
ORD0001938,voucher,5,659.07
ORD0001938,voucher,5,434.14
ORD0001939,credit_card,3,372.0
ORD0001940,voucher,7,166.8
ORD0001941,debit_card,5,294.55
ORD0001942,boleto,7,308.72
ORD0001943,voucher,1,199.43
ORD0001943,boleto,1,1243.58
ORD0001944,boleto,2,1261.24
ORD0001945,credit_card,7,539.66
ORD0001946,voucher,3,1053.11
ORD0001947,debit_card,9,1045.63
ORD0001947,boleto,9,252.89
ORD0001948,boleto,6,1466.11
ORD0001949,boleto,4,942.2
ORD0001950,boleto,1,451.19
ORD0001951,debit_card,10,1284.21
ORD0001952,credit_card,9,416.21
ORD0001953,boleto,5,1424.84
ORD0001954,voucher,8,790.38
ORD0001955,debit_card,2,300.52
ORD0001956,voucher,9,219.55
ORD0001957,boleto,5,1227.96
ORD0001958,voucher,7,203.9
ORD0001959,debit_card,2,1041.69
ORD0001960,debit_card,6,1251.88
ORD0001961,boleto,5,993.13
ORD0001962,boleto,1,937.52
ORD0001962,credit_card,1,600.65
ORD0001963,credit_card,9,180.27
ORD0001963,credit_card,9,1419.51
ORD0001964,credit_card,5,448.76
ORD0001965,debit_card,9,360.65
ORD0001966,voucher,1,220.8
ORD0001967,credit_card,8,210.04
ORD0001968,debit_card,4,1156.67
ORD0001969,debit_card,2,1024.79
ORD0001969,credit_card,2,645.95
ORD0001970,credit_card,9,1379.91
ORD0001971,debit_card,8,185.57
ORD0001972,debit_card,8,745.43
ORD0001973,credit_card,5,1035.43
ORD0001974,debit_card,1,414.4
ORD0001975,voucher,9,1183.75
ORD0001976,boleto,5,444.57
ORD0001977,debit_card,5,451.3
ORD0001977,voucher,5,348.78
ORD0001978,voucher,5,177.66
ORD0001979,debit_card,3,1339.81
ORD0001980,boleto,8,1423.45
ORD0001981,voucher,3,1260.19
ORD0001982,boleto,8,1366.38
ORD0001982,credit_card,8,136.39
ORD0001983,credit_card,9,838.14
ORD0001984,debit_card,1,337.6
ORD0001985,voucher,9,636.74
ORD0001986,debit_card,8,113.81
ORD0001987,boleto,7,662.77
ORD0001988,boleto,5,1228.86
ORD0001989,boleto,6,805.16
ORD0001990,credit_card,8,1368.37
ORD0001991,credit_card,6,1198.66
ORD0001992,boleto,8,504.69
ORD0001993,credit_card,7,769.99
ORD0001994,credit_card,5,1069.53
ORD0001994,voucher,5,1448.66
ORD0001995,voucher,8,249.34
ORD0001996,debit_card,5,192.87
ORD0001997,boleto,7,718.86
ORD0001998,boleto,4,1355.43
ORD0001999,credit_card,1,641.6
ORD0002000,boleto,10,663.4
ORD0002001,debit_card,3,1171.4
ORD0002002,credit_card,9,269.8
ORD0002003,voucher,4,256.79
ORD0002004,voucher,9,1028.77
ORD0002005,boleto,4,1456.16
ORD0002006,debit_card,5,112.26
ORD0002007,debit_card,2,1126.42
ORD0002008,voucher,2,503.8
ORD0002009,debit_card,4,1133.98
ORD0002010,debit_card,5,976.16
ORD0002010,credit_card,5,1284.11
ORD0002011,voucher,3,1192.78
ORD0002011,voucher,3,1442.55
ORD0002012,boleto,6,316.28
ORD0002013,debit_card,6,156.81
ORD0002014,voucher,9,304.55
ORD0002015,voucher,5,52.53
ORD0002016,debit_card,5,707.64
ORD0002017,debit_card,10,248.09
ORD0002018,debit_card,3,1465.21
ORD0002018,credit_card,3,459.55
ORD0002019,debit_card,5,1386.07
ORD0002020,credit_card,8,1432.69
ORD0002020,boleto,8,659.42
ORD0002021,voucher,9,686.03
ORD0002022,voucher,5,258.76
ORD0002023,boleto,5,980.01
ORD0002024,credit_card,2,1108.01
ORD0002025,voucher,3,392.95
ORD0002025,voucher,3,217.75
ORD0002026,boleto,2,186.5
ORD0002027,voucher,6,1184.19
ORD0002028,credit_card,4,1130.86
ORD0002029,voucher,10,238.31
ORD0002030,credit_card,10,169.87
ORD0002031,credit_card,7,1041.86
ORD0002032,boleto,4,711.86
ORD0002033,boleto,10,581.16
ORD0002034,debit_card,10,1107.21
ORD0002035,boleto,5,623.81
ORD0002036,debit_card,10,1075.31
ORD0002037,voucher,6,1082.74
ORD0002038,credit_card,10,1177.89
ORD0002039,credit_card,8,296.34
ORD0002040,credit_card,5,456.78
ORD0002041,boleto,1,1219.9
ORD0002042,voucher,4,1356.26
ORD0002042,debit_card,4,90.9
ORD0002043,debit_card,10,1063.61
ORD0002044,debit_card,8,783.8
ORD0002044,debit_card,8,419.27
ORD0002045,boleto,10,483.35
ORD0002046,boleto,10,385.35
ORD0002047,debit_card,9,860.34
ORD0002048,credit_card,9,27.42
ORD0002049,debit_card,1,644.45
ORD0002050,credit_card,4,1067.92
ORD0002051,voucher,6,857.0
ORD0002052,voucher,8,208.95
ORD0002053,credit_card,5,1343.3
ORD0002054,voucher,4,1235.79
ORD0002055,credit_card,8,376.92
ORD0002056,debit_card,7,778.74
ORD0002057,credit_card,4,586.5
ORD0002058,voucher,4,582.09
ORD0002059,boleto,4,208.77
ORD0002060,debit_card,2,1439.7
ORD0002061,credit_card,5,1184.63
ORD0002062,voucher,3,193.81
ORD0002063,voucher,8,787.06
ORD0002064,boleto,4,475.33
ORD0002065,boleto,7,915.93
ORD0002066,credit_card,9,799.29
ORD0002067,credit_card,3,1165.47
ORD0002068,boleto,10,923.14
ORD0002068,debit_card,10,98.74
ORD0002069,voucher,9,873.48
ORD0002070,credit_card,6,613.88
ORD0002071,boleto,8,1410.92
ORD0002072,credit_card,3,694.84
ORD0002073,voucher,4,848.05
ORD0002073,debit_card,4,522.45
ORD0002074,credit_card,7,37.75
ORD0002075,boleto,3,403.43
ORD0002076,boleto,4,847.57
ORD0002076,voucher,4,926.91
ORD0002077,voucher,6,329.38
ORD0002078,debit_card,5,743.0
ORD0002078,credit_card,5,1055.74
ORD0002079,credit_card,5,1476.89
ORD0002080,credit_card,9,1304.69
ORD0002081,voucher,10,802.57
ORD0002081,boleto,10,640.67
ORD0002082,boleto,7,411.26
ORD0002082,voucher,7,1467.37
ORD0002083,boleto,2,73.91
ORD0002084,boleto,3,856.74
ORD0002085,credit_card,8,771.46
ORD0002086,debit_card,2,739.63
ORD0002087,debit_card,3,1463.92
ORD0002088,credit_card,9,995.54
ORD0002089,credit_card,5,445.04
ORD0002090,boleto,4,529.23
ORD0002091,credit_card,3,486.43
ORD0002092,boleto,4,465.39
ORD0002092,debit_card,4,473.81
ORD0002093,debit_card,9,1456.33
ORD0002094,credit_card,8,835.26
ORD0002095,boleto,2,711.31
ORD0002096,debit_card,6,1333.82
ORD0002097,credit_card,9,847.07
ORD0002098,credit_card,5,697.77
ORD0002099,boleto,8,931.47
ORD0002100,boleto,7,865.17
ORD0002101,voucher,10,1218.94
ORD0002102,credit_card,3,324.79
ORD0002103,credit_card,2,467.44
ORD0002104,credit_card,2,1249.91
ORD0002105,credit_card,7,378.75
ORD0002106,boleto,10,380.87
ORD0002107,boleto,7,1034.45
ORD0002108,boleto,5,338.48
ORD0002109,voucher,3,918.7
ORD0002110,credit_card,2,1366.01
ORD0002111,boleto,7,1212.49
ORD0002111,voucher,7,1259.79
ORD0002112,credit_card,2,389.98
ORD0002113,debit_card,2,426.08
ORD0002113,credit_card,2,1113.74
ORD0002114,debit_card,10,1135.32
ORD0002114,debit_card,10,211.5
ORD0002115,credit_card,9,666.37
ORD0002116,credit_card,4,179.56
ORD0002116,boleto,4,123.5
ORD0002117,boleto,2,20.12
ORD0002118,voucher,5,114.31
ORD0002119,credit_card,1,1009.09
